url,path,path_depth,slug_tokens,action,object,scene,intent_category,notes,lastmod
https://www.krea.ai/,/,0,,,,,unknown,,2025-12-15
https://www.krea.ai/app/,/app/,1,app,,,,unknown,,2025-12-15
https://www.krea.ai/features/ai-image-generator/,/features/ai-image-generator/,2,ai image generator,,image,,general-image,image related utility.,2025-12-15
https://www.krea.ai/features/ai-video-generator/,/features/ai-video-generator/,2,ai video generator,,video,,general-video,video related utility.,2025-12-15
https://www.krea.ai/features/ai-upscaler/,/features/ai-upscaler/,2,ai upscaler,,,,unknown,,2025-12-15
https://docs.krea.ai/,/,0,,,,,unknown,,2025-12-15
https://www.krea.ai/pricing/,/pricing/,1,pricing,,,,unknown,,2025-12-15
https://www.krea.ai/enterprise/,/enterprise/,1,enterprise,,,,unknown,,2025-12-15
https://www.krea.ai/login/,/login/,1,login,,,,unknown,,2025-12-15
https://www.krea.ai/image/,/image/,1,image,,image,,general-image,image related utility.,2025-12-15
https://www.krea.ai/realtime/,/realtime/,1,realtime,,,,unknown,,2025-12-15
https://www.krea.ai/video/,/video/,1,video,,video,,general-video,video related utility.,2025-12-15
https://www.krea.ai/motion-transfer/,/motion-transfer/,1,motion transfer,,,,unknown,,2025-12-15
https://www.krea.ai/3d/,/3d/,1,3d,,,,unknown,,2025-12-15
https://www.krea.ai/enhancer/,/enhancer/,1,enhancer,,,,unknown,,2025-12-15
https://www.krea.ai/edit/,/edit/,1,edit,,,,unknown,,2025-12-15
https://www.krea.ai/animator/,/animator/,1,animator,,,,unknown,,2025-12-15
https://www.krea.ai/video-restyle/,/video-restyle/,1,video restyle,,video,,general-video,video related utility.,2025-12-15
https://www.krea.ai/train/,/train/,1,train,,,,unknown,,2025-12-15
https://www.krea.ai/assets/,/assets/,1,assets,,,,unknown,,2025-12-15
https://www.krea.ai/image/,/image/,1,image,,image,,general-image,image related utility.,2025-12-15
https://www.krea.ai/features/ai-enhancer/,/features/ai-enhancer/,2,ai enhancer,,,,unknown,,2025-12-15
https://www.krea.ai/image/,/image/,1,image,,image,,general-image,image related utility.,2025-12-15
https://www.krea.ai/video/,/video/,1,video,,video,,general-video,video related utility.,2025-12-15
https://www.krea.ai/video/,/video/,1,video,,video,,general-video,video related utility.,2025-12-15
https://www.krea.ai/image/,/image/,1,image,,image,,general-image,image related utility.,2025-12-15
https://www.krea.ai/pricing/teams/,/pricing/teams/,2,teams,,,,unknown,,2025-12-15
https://www.krea.ai/careers/,/careers/,1,careers,,,,unknown,,2025-12-15
https://www.krea.ai/feed/,/feed/,1,feed,,,,unknown,,2025-12-15
https://www.krea.ai/terms/,/terms/,1,terms,,,,unknown,,2025-12-15
https://www.krea.ai/privacy/,/privacy/,1,privacy,,,,unknown,,2025-12-15
https://www.krea.ai/blog/,/blog/,1,blog,,,,unknown,,2025-12-15
https://www.krea.ai/discord/,/discord/,1,discord,,,,unknown,,2025-12-15
https://www.krea.ai/nano-banana/,/nano-banana/,1,nano banana,,,,unknown,,2025-12-15
https://www.krea.ai/nodes/,/nodes/,1,nodes,,,,unknown,,2025-12-15
https://www.krea.ai/lipsync/,/lipsync/,1,lipsync,,,,unknown,,2025-12-15
https://www.krea.ai/apps/edit/hold-product/,/apps/edit/hold-product/,3,hold product,,,,unknown,,2025-12-15
https://www.krea.ai/apps/image/flux-krea/,/apps/image/flux-krea/,3,flux krea,,,,unknown,,2025-12-15
https://www.krea.ai/apps/image/wan-t2i/,/apps/image/wan-t2i/,3,wan t2i,,,,unknown,,2025-12-15
https://www.krea.ai/apps/image/qwen/,/apps/image/qwen/,3,qwen,,,,unknown,,2025-12-15
https://www.krea.ai/apps/image/t-shirt-design-maker/,/apps/image/t-shirt-design-maker/,3,t shirt design maker,,,,unknown,,2025-12-15
https://www.krea.ai/apps/edit/nano-banana-pro/,/apps/edit/nano-banana-pro/,3,nano banana pro,,,,unknown,,2025-12-15
https://www.krea.ai/apps/edit/remove-text/,/apps/edit/remove-text/,3,remove text,remove,text,,remove-text,Remove unwanted parts or artifacts from the text.,2025-12-15
https://www.krea.ai/apps/edit/ai-hairstyle-changer/,/apps/edit/ai-hairstyle-changer/,3,ai hairstyle changer,,,,unknown,,2025-12-15
https://www.krea.ai/apps/edit/remove-object/,/apps/edit/remove-object/,3,remove object,remove,,,remove-general,Remove unwanted parts or artifacts from the content.,2025-12-15
https://www.krea.ai/apps/edit/change-lighting/,/apps/edit/change-lighting/,3,change lighting,,,,unknown,,2025-12-15
https://www.krea.ai/apps/edit/cartoonify/,/apps/edit/cartoonify/,3,cartoonify,,,,unknown,,2025-12-15
https://www.krea.ai/apps/edit/colorize/,/apps/edit/colorize/,3,colorize,colorize,,,colorize-general,Add or fix color in the content.,2025-12-15
https://www.krea.ai/apps/edit/change-clothes/,/apps/edit/change-clothes/,3,change clothes,,,,unknown,,2025-12-15
https://www.krea.ai/architecture/,/architecture/,1,architecture,,,,unknown,,2025-12-15
https://www.krea.ai/chat/,/chat/,1,chat,,,,unknown,,2025-12-15
https://www.krea.ai/stage/,/stage/,1,stage,,,,unknown,,2025-12-15
https://www.krea.ai/models/,/models/,1,models,,,,unknown,,2025-12-15
https://www.krea.ai/articles/,/articles/,1,articles,,,,unknown,,2025-12-15
https://www.krea.ai/login/,/login/,1,login,,,,unknown,,2025-12-15
https://www.krea.ai/features/nodes/,/features/nodes/,2,nodes,,,,unknown,,2025-12-15
https://www.krea.ai/features/ai-image-editor/,/features/ai-image-editor/,2,ai image editor,,image,,general-image,image related utility.,2025-12-15
https://www.krea.ai/video/,/video/,1,video,,video,,general-video,video related utility.,2025-12-15
https://www.krea.ai/enhancer/,/enhancer/,1,enhancer,,,,unknown,,2025-12-15
